Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
6790000,Secondary, Бескудниково,19,Moscow,0,17.6,11,8.1,7,7,Designer
10800000,Secondary, Ростокино,13,Moscow,0,28,16.3,9,5,10,Designer
4450000,Secondary, Москворечье,19,Moscow,0,13.5,9,7.8,2,5,Cosmetic
3750000,Secondary, Кунцевская,5,Moscow,0,12,8.2,7.6,1,17,Designer
4800000,Secondary, Волжская,5,Moscow,0,17.4,10.9,8.1,2,5,Designer
4880000,Secondary, Кунцевская,5,Moscow,0,18.1,11.3,8.1,1,17,Designer
16300000,Secondary, Фили,14,Moscow,0,31,20,10,11,25,Designer
7011873,Secondary, Электрозаводская,10,Moscow,0,18.5,10.5,2,7,8,Designer
19475000,Secondary, Международная,3,Moscow,0,20,12,3,35,85,Designer
44000000,Secondary, Деловой центр,6,Moscow,0,52,12,10.9,53,79,Designer
17000000,Secondary, Фили,15,Moscow,0,29.4,14,9.1,12,25,Designer
8193000,Secondary, Кузнецкий мост,5,Moscow,0,27.8,16.2,8.9,8,10,European-style renovation
10649000,Secondary, Коломенская,18,Moscow,0,25.4,18,6,2,33,European-style renovation
36500000,Secondary, Международная,5,Moscow,0,51.4,35,5,39,68,Without renovation
9350000,Secondary, Селигерская,21,Moscow,0,23.8,15.8,3,18,18,Designer
10000000,Secondary, Говорово,6,Moscow,0,22.2,10.8,5,11,24,Cosmetic
4347500,Secondary, Медведково,5,Moscow,0,18.5,10,5,1,17,Cosmetic
5890000,Secondary, Савёловская,13,Moscow,0,23,17,8.5,2,2,Designer
5900291,Secondary, Преображенская площадь,10,Moscow,0,15.7,10.1,7.9,2,4,European-style renovation
8557695,Secondary, Преображенская площадь,9,Moscow,0,28.6,16.6,9,2,4,European-style renovation
8557695,Secondary, Преображенская площадь,10,Moscow,0,28.6,21.6,2,2,3,Designer
10600000,Secondary, Маяковская,9,Moscow,0,13.6,9,7.8,2,6,Designer
12800000,Secondary, Мичуринский проспект,5,Moscow,0,28,16.3,9,10,41,Without renovation
12950400,Secondary, Преображенская площадь,10,Moscow,0,42.6,34.6,3,1,2,Designer
15400000,Secondary, Давыдково,22,Moscow,0,30,17.3,9.1,10,30,Designer
11400000,Secondary, Угрешская,6,Moscow,0,24.2,10.2,4,3,30,Designer
4388500,Secondary, Преображенская площадь,14,Moscow,0,13.1,7,2,2,6,Designer
6850000,Secondary, Савёловская,14,Moscow,0,24.5,14.5,8.7,2,2,Designer
5900000,Secondary, Владыкино,4,Moscow,0,19,15,4,11,16,European-style renovation
13000000,Secondary, Динамо,8,Moscow,0,22,12,5,6,13,Designer
14044800,Secondary, Преображенская площадь,10,Moscow,0,46.2,38.2,3,2,3,Designer
4100000,Secondary, Рязанский проспект,12,Moscow,0,11.8,8.1,7.6,1,3,European-style renovation
4700000,Secondary, Рязанский проспект,12,Moscow,0,15.6,10,7.9,1,3,European-style renovation
5000000,Secondary, Рязанский проспект,15,Moscow,0,18,11.2,8.1,2,2,European-style renovation
5400000,Secondary, Электрозаводская,11,Moscow,0,15.5,8.1,1,8,8,Designer
5805000,Secondary, Беговая,8,Moscow,0,13.5,13.5,7.8,1,5,European-style renovation
5900000,Secondary, Тропарёво,17,Moscow,0,15.3,9.9,7.9,4,22,European-style renovation
6100000,Secondary, Чкаловская,11,Moscow,0,16.2,8.1,1,8,8,Designer
6437856,Secondary, Преображенская площадь,10,Moscow,0,20.2,12.3,8.3,2,4,European-style renovation
6460241,Secondary, Электрозаводская,11,Moscow,0,15.6,8.7,1.9,7,8,Designer
6723872,Secondary, Аэропорт,12,Moscow,0,15.6,10,7.9,3,4,European-style renovation
6800000,Secondary, Электрозаводская,11,Moscow,0,15.7,8.9,1,7,8,Designer
6924227,Secondary, Красный Балтиец,9,Moscow,0,16.7,10.7,1,2,4,European-style renovation
6950000,Secondary, Зюзино,8,Moscow,0,17.1,10.8,8.1,4,5,Designer
7190000,Secondary, Савёловская,14,Moscow,0,26,15.3,8.8,2,2,Designer
7244770,Secondary, Красный Балтиец,9,Moscow,0,24.9,17.9,2,1,3,European-style renovation
7690000,Secondary, Динамо,14,Moscow,0,28,16.3,9,2,2,Designer
9061253,Secondary, Преображенская площадь,10,Moscow,0,21.5,13,8.4,4,4,European-style renovation
10118827,Secondary, Аэропорт,12,Moscow,0,33.9,19.3,9.4,3,4,European-style renovation
10950000,Secondary, Стахановская,4,Moscow,0,29.3,17,4.7,20,23,Without renovation
12300000,Secondary, Сухаревская,6,Moscow,0,19.1,11.8,8.2,2,5,Designer
13000000,Secondary, Смоленская,7,Moscow,0,16.6,10.5,8,1,4,Designer
13406400,Secondary, Преображенская площадь,10,Moscow,0,44.1,30.1,5,1,4,Designer
5500000,Secondary, Бунинская аллея,9,Moscow,0,20.1,10,4.5,2,14,Without renovation
5623500,Secondary, Окская,14,Moscow,0,16.3,13.8,8,1,5,European-style renovation
7700000,Secondary, Таганская,6,Moscow,0,15,12,3,4,4,Designer
4990000,Secondary, ЗИЛ,7,Moscow,0,12.1,8.3,7.6,10,13,Without renovation
5950000,Secondary, Окская,14,Moscow,0,15.9,13.4,8,2,5,European-style renovation
6112500,Secondary, Окская,14,Moscow,0,16.3,12.5,8,5,5,European-style renovation
6101987,Secondary, Калитники,7,Moscow,0,17.3,10.9,8.1,2,8,Cosmetic
6300000,Secondary, Красносельская,3,Moscow,0,16.8,10.6,8,4,5,European-style renovation
6696000,Secondary, Окская,14,Moscow,0,18.3,16.3,8.2,4,5,European-style renovation
5949500,Secondary, Окская,14,Moscow,0,16.3,13.8,8,3,5,European-style renovation
3390000,Secondary, Нижегородская,7,Moscow,0,10.4,7.4,7.5,2,3,European-style renovation
3590000,Secondary, Нижегородская,7,Moscow,0,14.1,9.3,7.8,2,3,European-style renovation
3990000,Secondary, Нижегородская,7,Moscow,0,13.8,9.1,7.8,3,3,European-style renovation
3990000,Secondary, Нижегородская,7,Moscow,0,13.8,9.1,7.8,3,3,Designer
4090000,Secondary, Нижегородская,7,Moscow,0,14.7,9.6,7.9,2,3,European-style renovation
4290000,Secondary, Нижегородская,7,Moscow,0,13.9,9.2,7.8,2,3,European-style renovation
4390000,Secondary, Нижегородская,7,Moscow,0,16.8,10.6,8,3,3,European-style renovation
4490000,Secondary, Нижегородская,7,Moscow,0,16.1,10.3,8,2,3,Designer
4700000,Secondary, Андроновка,5,Moscow,0,19.2,15,8.2,4,6,European-style renovation
5350000,Secondary, Семёновская,5,Moscow,0,13.3,6.3,2,4,4,Designer
5602490,Secondary, Балтийская,28,Moscow,0,22.2,13.4,8.5,1,6,Without renovation
5692500,Secondary, Бескудниково,19,Moscow,0,25.3,20,5,2,9,Cosmetic
5900000,Secondary, Беговая,8,Moscow,0,12,8.2,7.6,5,6,Designer
6090000,Secondary, Зеленоград — Крюково,13,Moscow,0,20.3,17.2,8.3,1,9,European-style renovation
6340000,Secondary, Бауманская,15,Moscow,0,15.4,9.9,7.9,1,4,Designer
6590000,Secondary, ЗИЛ,7,Moscow,0,16.6,10.5,8,10,13,Without renovation
6940000,Secondary, Бауманская,15,Moscow,0,17.3,10.9,8.1,1,4,Designer
6940000,Secondary, Бауманская,15,Moscow,0,17.3,10.9,8.1,1,4,European-style renovation
6940000,Secondary, Бауманская,15,Moscow,0,17.3,10.9,8.1,1,4,Designer
7890000,Secondary, Бауманская,15,Moscow,0,20.2,12.3,8.3,2,4,European-style renovation
7890000,Secondary, Бауманская,15,Moscow,0,20.2,12.3,8.3,2,4,Designer
7890000,Secondary, Рижская,7,Moscow,0,26.2,15.4,8.8,4,4,Designer
7950000,Secondary, Озёрная,18,Moscow,0,27.9,17.3,4,1,5,European-style renovation
8300000,Secondary, Красный Балтиец,9,Moscow,0,21,13,3,6,7,Designer
8500000,Secondary, Коммунарка,7,Moscow,0,25,5,8.7,3,15,Cosmetic
8600000,Secondary, Тульская,11,Moscow,0,23.7,14.1,8.6,1,4,European-style renovation
10500000,Secondary, Балтийская,28,Moscow,0,22.2,13.4,8.5,3,7,Cosmetic
11400000,Secondary, Аэропорт,3,Moscow,0,25.8,15.8,5,3,4,Designer
4760000,Secondary, Бульвар Рокоссовского,4,Moscow,0,25,14.8,8.7,4,5,European-style renovation
7490000,Secondary, ЗИЛ,7,Moscow,0,17.9,11.2,8.1,10,13,Designer
12500000,Secondary, Полежаевская,5,Moscow,0,22,17,8.5,14,36,Without renovation
5170000,Secondary, Шаболовская,14,Moscow,0,30,17.3,9.1,1,4,European-style renovation
5734000,Secondary, Зеленоград — Крюково,13,Moscow,0,18.8,16.3,8.2,7,9,European-style renovation
68000000,Secondary, Деловой центр,3,Moscow,0,108,80,15,50,75,Designer
3657000,Secondary, Зеленоград — Крюково,13,Moscow,0,10.6,7.8,7.5,4,9,European-style renovation
3800000,Secondary, Озёрная,6,Moscow,0,19.6,12,8.3,1,5,European-style renovation
4388500,Secondary, Зеленоград — Крюково,13,Moscow,0,13.1,10.4,7.7,2,9,European-style renovation
4500000,Secondary, Алексеевская,11,Moscow,0,14,9.2,7.8,2,4,Designer
13500000,Secondary, Ростокино,14,Moscow,0,35,19.8,9.5,3,10,Designer
14950000,Secondary, Стрешнево,6,Moscow,0,30.9,18,5,10,18,Designer
4650000,Secondary, Зеленоград — Крюково,13,Moscow,0,15,11.8,7.9,3,9,European-style renovation
6250000,Secondary, Бутырская,16,Moscow,0,13.8,9.1,7.8,3,5,European-style renovation
6354909,Secondary, Калитники,7,Moscow,0,25.7,15.1,8.8,1,8,Cosmetic
8200000,Secondary, Некрасовка,16,Moscow,0,32.4,16.4,5,2,22,European-style renovation
10180000,Secondary, Коптево,8,Moscow,0,28.3,17,6.3,7,18,Without renovation
10900000,Secondary, Тушинская,5,Moscow,0,24,14,5,7,25,European-style renovation
11000000,Secondary, Динамо,8,Moscow,0,22.9,5,8.5,10,17,Designer
13000000,Secondary, Аминьевская,8,Moscow,0,27.9,15,4.8,37,41,Without renovation
13300000,Secondary, Бауманская,7,Moscow,0,30,20,9.1,6,9,European-style renovation
13500000,Secondary, Римская,14,Moscow,0,32,27,9.3,5,10,European-style renovation
15900000,Secondary, Фили,14,Moscow,0,33.6,20,6,23,25,Designer
64800000,Secondary, Новокузнецкая,11,Moscow,0,61.6,33.3,11.7,1,8,Without renovation
3332000,Secondary, Преображенская площадь,14,Moscow,0,9.8,5,2,2,6,Designer
3390000,Secondary, Нижегородская,7,Moscow,0,10.4,7.4,7.5,2,3,European-style renovation
3380000,Secondary, Зюзино,8,Moscow,0,15,9.7,7.9,2,5,European-style renovation
3420000,Secondary, Лихоборы,7,Moscow,0,15,9.7,7.9,1,5,European-style renovation
3510000,Secondary, Селигерская,5,Moscow,0,15,9.7,7.9,5,9,European-style renovation
3570000,Secondary, Ленинский проспект,5,Moscow,0,15,9.7,7.9,2,5,European-style renovation
3610000,Secondary, Селигерская,4,Moscow,0,15,9.7,7.9,4,9,European-style renovation
3660000,Secondary, Бутырская,9,Moscow,0,20,12.2,8.3,1,5,European-style renovation
3670000,Secondary, Новые Черёмушки,15,Moscow,0,16,10.2,8,4,5,European-style renovation
3800000,Secondary, Красный Балтиец,10,Moscow,0,13,5,3,1,5,Without renovation
3800000,Secondary, Технопарк,10,Moscow,0,15.5,10,7.9,1,2,Cosmetic
3830000,Secondary, Зюзино,9,Moscow,0,25,14.8,8.7,5,5,European-style renovation
3870000,Secondary, Кузьминки,7,Moscow,0,15,9.7,7.9,3,5,European-style renovation
3950000,Secondary, Улица Скобелевская,15,Moscow,0,10.6,8.5,7.5,3,31,Designer
4070000,Secondary, Выхино,9,Moscow,0,20,12.2,8.3,8,10,European-style renovation
4070000,Secondary, Нахимовский проспект,5,Moscow,0,25,14.8,8.7,1,5,European-style renovation
4050000,Secondary, Бутово,11,Moscow,0,17,15,8,1,14,Cosmetic
4270000,Secondary, Авиамоторная,9,Moscow,0,25,14.8,8.7,2,5,European-style renovation
4770000,Secondary, Выхино,9,Moscow,0,20,12.2,8.3,8,10,European-style renovation
5100000,Secondary, Рязанский проспект,15,Moscow,0,18,14.4,8.1,2,2,Cosmetic
5300000,Secondary, Южная,14,Moscow,0,37.5,20,5,2,6,Without renovation
5370000,Secondary, Академическая,16,Moscow,0,25,14.8,8.7,3,5,European-style renovation
5350000,Secondary, Пятницкое шоссе,25,Moscow,0,17.3,15,8.1,7,9,European-style renovation
5600000,Secondary, Красный Балтиец,11,Moscow,0,13.5,9.9,7.8,1,7,Without renovation
5602490,Secondary, Красный Балтиец,11,Moscow,0,22.2,19.3,8.5,1,7,Without renovation
5747860,Secondary, Калитники,7,Moscow,0,16.8,12.7,8,1,8,Without renovation
5770000,Secondary, Селигерская,23,Moscow,0,17,10.7,8,1,3,European-style renovation
5800000,Secondary, Стахановская,13,Moscow,0,18,10,3,1,8,European-style renovation
5900000,Secondary, Филатов Луг,16,Moscow,0,22.9,13,5,4,9,European-style renovation
5950000,Secondary, Римская,19,Moscow,0,21.6,15,8.4,4,8,Without renovation
5920000,Secondary, Волгоградский проспект,15,Moscow,0,19,11,3,1,5,European-style renovation
5990000,Secondary, Чкаловская,11,Moscow,0,13.2,8.8,7.7,3,8,Without renovation
6050000,Secondary, Филатов Луг,16,Moscow,0,23.5,11.3,6,8,9,Cosmetic
6307000,Secondary, Селигерская,23,Moscow,0,20,12.2,8.3,1,3,European-style renovation
6300000,Secondary, Преображенская площадь,10,Moscow,0,14,7,2,1,2,Designer
6400000,Secondary, Коммунарка,19,Moscow,0,24.1,14.8,5.3,4,15,European-style renovation
6481366,Secondary, Калитники,7,Moscow,0,26.8,22,8.9,1,8,Without renovation
6500000,Secondary, Комсомольская,25,Moscow,0,22.7,13.7,4,6,17,European-style renovation
6500000,Secondary, Южная,14,Moscow,0,18,9,4,3,6,Without renovation
6600000,Secondary, Солнцево,11,Moscow,0,20.7,10.7,5,2,25,Cosmetic
6600000,Secondary, Силикатная,4,Moscow,0,24,13,6,6,17,European-style renovation
6615192,Secondary, Калитники,7,Moscow,0,26.8,22.9,8.9,2,8,Without renovation
6850000,Secondary, Внуково,24,Moscow,0,29.5,15,7,2,3,Cosmetic
6800000,Secondary, Проспект Вернадского,5,Moscow,0,20,11,4,2,10,Cosmetic
6850000,Secondary, Красный Балтиец,9,Moscow,0,16.7,10.6,8,4,9,Designer
6850000,Secondary, Некрасовка,18,Moscow,0,37,34,9.7,2,18,European-style renovation
6950000,Secondary, Красный Балтиец,9,Moscow,0,17.1,10.8,8.1,2,9,Designer
7000000,Secondary, Ольховая,19,Moscow,0,29,16,6,8,15,Cosmetic
7143486,Secondary, Преображенская площадь,10,Moscow,0,16.5,9.5,2,2,4,Designer
7190000,Secondary, Волгоградский проспект,15,Moscow,0,26,18,3,1,5,European-style renovation
7250000,Secondary, Красный Балтиец,9,Moscow,0,14.8,8.8,1,1,4,European-style renovation
7330000,Secondary, Белорусская,5,Moscow,0,50,27.4,10.8,6,14,European-style renovation
7450000,Secondary, Рассказовка,7,Moscow,0,29,14,6,2,16,European-style renovation
7660000,Secondary, Красный Балтиец,9,Moscow,0,14.7,8,1,3,7,Designer
7826473,Secondary, Преображенская площадь,10,Moscow,0,22.6,15.6,2,2,4,Designer
7800000,Secondary, Трикотажная,4,Moscow,0,23.9,14.2,8.6,6,25,Without renovation
7800000,Secondary, Южная,14,Moscow,0,18,10,3,3,6,Designer
7864789,Secondary, Преображенская площадь,10,Moscow,0,22.3,15.3,2,2,2,Designer
7850000,Secondary, Преображенская площадь,10,Moscow,0,20.6,13.6,2,3,4,Designer
7895000,Secondary, Солнцево,7,Moscow,0,22.5,5,8.5,15,23,Without renovation
8500000,Secondary, Некрасовка,11,Moscow,1,33.5,15.1,7.6,8,17,Without renovation
10350000,Secondary, Митино,8,Moscow,1,38.3,19.7,10,17,22,Without renovation
10500000,Secondary, Тёплый Стан,20,Moscow,1,34.5,19.5,9.5,3,16,Without renovation
11700000,Secondary, Кунцевская,27,Moscow,1,34.4,18.9,9,12,16,Without renovation
14790000,Secondary, Полежаевская,15,Moscow,1,32,18.3,9.3,3,27,Without renovation
19000000,Secondary, Народное Ополчение,10,Moscow,1,38,21.3,9.8,31,58,Without renovation
19400000,Secondary, Таганская,11,Moscow,1,35,24,6,9,9,European-style renovation
21300000,Secondary, Народное Ополчение,9,Moscow,1,42.6,23.7,10.2,28,58,Without renovation
24900000,Secondary, Павелецкая,7,Moscow,1,41.6,12.1,20,2,28,Without renovation
33000000,Secondary, Динамо,17,Moscow,1,45.5,19.1,6.3,3,40,European-style renovation
36200000,Secondary, Киевская,2,Moscow,1,60.2,40,11.6,11,13,Designer
43000000,Secondary, Международная,6,Moscow,1,72,40,6,26,67,Designer
115000000,Secondary, Международная,3,Moscow,1,170,88.1,20.7,37,86,Designer
20000000,Secondary, Народное Ополчение,9,Moscow,1,42.4,23.6,10.1,18,48,Without renovation
17900000,Secondary, Народное Ополчение,10,Moscow,1,31.1,17.9,9.2,25,58,Designer
22000000,Secondary, Народное Ополчение,9,Moscow,1,42.4,23.6,10.1,37,48,Without renovation
19776000,Secondary, Проспект Вернадского,13,Moscow,1,41.2,23,10,13,25,European-style renovation
15000000,Secondary, Лесопарковая,6,Moscow,1,40,14.1,10.3,8,26,Designer
31000000,Secondary, Динамо,17,Moscow,1,40.1,15.2,9.1,15,40,European-style renovation
31500000,Secondary, Динамо,17,Moscow,1,41.1,23.4,4.9,16,40,European-style renovation
95000000,Secondary, Деловой центр,3,Moscow,1,123,69,15,51,75,Designer
18800000,Secondary, Мичуринский проспект,6,Moscow,1,46,25.4,10.4,30,41,Without renovation
22000000,Secondary, Смоленская,8,Moscow,1,33.6,18.6,10,2,6,Designer
5200000,Secondary, Волжская,6,Moscow,1,15,11,4,2,5,Designer
4000000,Secondary, Волжская,5,Moscow,1,12.5,8.5,7.7,1,5,Cosmetic
6027000,Secondary, Аминьевская,15,Moscow,1,14.7,8,3,7,9,European-style renovation
15000000,Secondary, Парк Победы,4,Moscow,1,33,15,9,6,28,European-style renovation
25200000,Secondary, Динамо,8,Moscow,1,40.1,20,10,4,15,Designer
19270000,Secondary, Коптево,8,Moscow,1,43.6,16.2,16.3,5,20,Designer
25000000,Secondary, Динамо,8,Moscow,1,38,11.8,15,14,17,European-style renovation
45362000,Secondary, Маяковская,5,Moscow,1,61.3,10,11.7,11,12,Designer
16974000,Secondary, Тверская,6,Moscow,1,36.9,5,9.7,2,8,Without renovation
14999000,Secondary, Угрешская,4,Moscow,1,43.1,13.4,17.1,7,30,Without renovation
15850000,Secondary, Бауманская,7,Moscow,1,37.4,23.8,7,4,6,Designer
19044000,Secondary, Тверская,6,Moscow,1,41.4,5,10.1,2,8,Without renovation
30000000,Secondary, Тимирязевская,7,Moscow,1,46,25.4,10.4,18,22,Designer
16698000,Secondary, Тверская,6,Moscow,1,36.3,5,9.6,2,8,Without renovation
12500000,Secondary, Братиславская,2,Moscow,1,37.9,19,9.6,5,25,Cosmetic
22500000,Secondary, ЗИЛ,9,Moscow,1,45.52,25.1,10.4,4,22,Without renovation
195000000,Secondary, Улица 1905 года,15,Moscow,1,144,56,65,14,21,Designer
15849000,Secondary, Бауманская,8,Moscow,1,38,24,7,4,6,Cosmetic
8400000,Secondary, Филатов Луг,12,Moscow,1,41,11,10,3,4,Designer
15000000,Secondary, Шоссе Энтузиастов,6,Moscow,1,39,14.9,10.1,18,33,European-style renovation
15600000,Secondary, Улица Горчакова,5,Moscow,1,60,20.7,9.5,4,9,European-style renovation
18500000,Secondary, Дмитровская,1,Moscow,1,37,12,15,22,29,Cosmetic
20300000,Secondary, Москва-Товарная,8,Moscow,1,44,20,15.6,3,14,Without renovation
41670000,Secondary, Новокузнецкая,6,Moscow,1,46,25.4,10.4,3,5,Without renovation
44650000,Secondary, Таганская,26,Moscow,1,47,28,10,4,5,Without renovation
10500000,Secondary, Братиславская,3,Moscow,1,39.2,21,8.6,2,14,Cosmetic
16000000,Secondary, Шелепиха,14,Moscow,1,29,16.8,9,7,24,Without renovation
16900000,Secondary, Угрешская,6,Moscow,1,48.8,17.3,16.9,21,30,Without renovation
17990000,Secondary, Тестовская,30,Moscow,1,40,20,11,25,48,European-style renovation
22300000,Secondary, Автозаводская,11,Moscow,1,50.4,13.2,10.8,2,3,Designer
125000000,Secondary, Пушкинская,9,Moscow,1,55,25,15,2,5,Designer
7500000,Secondary, Митино,9,Moscow,1,26.9,16.9,5,8,25,Designer
8500000,Secondary, Физтех,4,Moscow,1,30,15,8,1,4,European-style renovation
8762985,Secondary, Преображенская площадь,10,Moscow,1,28.1,14.2,4,2,4,European-style renovation
9300000,Secondary, Пражская,7,Moscow,1,32,18,6,5,9,Cosmetic
9750000,Secondary, Войковская,20,Moscow,1,33,22,6,3,6,Designer
10399000,Secondary, Прокшино,9,Moscow,1,36,17,9.3,12,17,European-style renovation
10900000,Secondary, Черкизовская,10,Moscow,1,30,18,10,5,5,Designer
11300000,Secondary, Крылатское,7,Moscow,1,37.4,18.8,7,2,17,Without renovation
11500000,Secondary, Алтуфьево,13,Moscow,1,44.3,17.3,9.3,13,17,European-style renovation
11600000,Secondary, Филёвский парк,10,Moscow,1,34.2,19.5,8.6,7,9,European-style renovation
11800000,Secondary, Давыдково,3,Moscow,1,31.8,16.5,6,4,5,Cosmetic
12000000,Secondary, Новокосино,13,Moscow,1,35,18,10,5,25,Cosmetic
12000000,Secondary, Бульвар Рокоссовского,8,Moscow,1,31,17.8,9.2,8,9,Designer
12500000,Secondary, Стахановская,15,Moscow,1,51.4,25.3,8,4,5,Cosmetic
13000000,Secondary, Саларьево,13,Moscow,1,52.5,22.6,14.5,7,25,Designer
14000000,Secondary, Новохохловская,21,Moscow,1,43.5,25.5,10,11,24,European-style renovation
14000000,Secondary, Аэропорт,6,Moscow,1,35,19.3,9.7,13,14,Cosmetic
14000000,Secondary, Дмитровская,9,Moscow,1,37,14,16,34,38,Without renovation
14500000,Secondary, Славянский бульвар,6,Moscow,1,39,19,8,2,17,European-style renovation
16400000,Secondary, Аминьевская,7,Moscow,1,39,21.9,9.9,7,37,Without renovation
20500000,Secondary, Авиамоторная,16,Moscow,1,43.2,20,10,9,23,Designer
23000000,Secondary, Ломоносовский проспект,6,Moscow,1,44.1,24.4,10.3,5,14,Without renovation
24000000,Secondary, Автозаводская,18,Moscow,1,47,17,12,18,25,Without renovation
25000000,Secondary, Строгино,8,Moscow,1,60.2,21,17,11,29,European-style renovation
25000000,Secondary, Мичуринский проспект,13,Moscow,1,48,26.4,10.6,15,51,Without renovation
25300000,Secondary, Строгино,8,Moscow,1,60.2,24,19,15,29,European-style renovation
38400000,Secondary, Серпуховская,10,Moscow,1,54.1,22.3,12.7,13,14,Without renovation
47500000,Secondary, Третьяковская,11,Moscow,1,49.8,27.3,10.8,7,8,Designer
8900000,Secondary, Новогиреево,15,Moscow,1,34.9,20,9,11,12,Without renovation
11900000,Secondary, Улица Академика Янгеля,4,Moscow,1,44,21.6,11,5,24,European-style renovation
13100000,Secondary, Бульвар Рокоссовского,15,Moscow,1,38.6,26.5,5.1,12,24,Without renovation
14500000,Secondary, Славянский бульвар,5,Moscow,1,39,19,9,2,17,European-style renovation
18882500,Secondary, Павелецкая,6,Moscow,1,42,10,10.1,10,14,Without renovation
20611500,Secondary, Павелецкая,6,Moscow,1,45.5,10,10.4,10,14,Without renovation
8762985,Secondary, Преображенская площадь,10,Moscow,1,28.1,16.3,9,2,4,Designer
12500000,Secondary, Бульвар Рокоссовского,18,Moscow,1,40,22.4,9.9,16,24,Without renovation
8451880,Secondary, Некрасовка,14,Moscow,1,39.9,18.2,10.5,2,25,Without renovation
8597740,Secondary, Некрасовка,14,Moscow,1,41.9,20.1,11.6,9,25,Without renovation
8739300,Secondary, Некрасовка,14,Moscow,1,41.3,19.6,10.3,2,26,Without renovation
9200000,Secondary, Сокол,10,Moscow,1,29.3,16.9,9.1,6,14,Designer
9226240,Secondary, Некрасовка,14,Moscow,1,41.9,20.1,11.6,13,25,Without renovation
13140000,Secondary, Преображенская площадь,10,Moscow,1,43.8,24.3,10.3,2,3,Designer
23000000,Secondary, ЗИЛ,11,Moscow,1,37,14,11.2,7,14,Designer
7160000,Secondary, Аэропорт,9,Moscow,1,17.9,3,8.1,7,9,Without renovation
7400000,Secondary, Сокол,8,Moscow,1,17,14,3,8,14,European-style renovation
11350000,Secondary, Раменки,7,Moscow,1,34.7,19.5,9.5,2,16,Cosmetic
41670000,Secondary, Новокузнецкая,4,Moscow,1,46.3,32,10.5,3,5,Without renovation
52000000,Secondary, Китай-город,5,Moscow,1,52.1,12.5,29,3,3,European-style renovation
105000000,Secondary, Китай-город,5,Moscow,1,107.7,25.7,41,1,3,European-style renovation
5700000,Secondary, Юго-Западная,15,Moscow,1,14.3,11,3,3,22,European-style renovation
6140000,Secondary, Юго-Западная,15,Moscow,1,17.3,13,4,4,22,European-style renovation
6300000,Secondary, Юго-Западная,15,Moscow,1,19.8,15,4,3,22,European-style renovation
6600000,Secondary, Юго-Западная,15,Moscow,1,17.7,4,8.1,3,22,European-style renovation
6600000,Secondary, Тропарёво,17,Moscow,1,17.7,9.7,3,3,22,European-style renovation
6650000,Secondary, Юго-Западная,15,Moscow,1,20.6,15,4,4,22,European-style renovation
6729416,Secondary, Аэропорт,9,Moscow,1,15.6,13,2,3,4,European-style renovation
6650000,Secondary, Тропарёво,17,Moscow,1,20.6,12.6,3,3,22,European-style renovation
7762971,Secondary, Аэропорт,9,Moscow,1,21.4,16,3,2,4,European-style renovation
9500000,Secondary, ЗИЛ,11,Moscow,1,20.3,12.4,8.3,2,4,European-style renovation
11000000,Secondary, Крылатское,13,Moscow,1,32,22,5,2,25,Designer
11500000,Secondary, Чертановская,18,Moscow,1,35,18,6,5,16,Designer
11600000,Secondary, Коньково,9,Moscow,1,33.3,18,7,9,9,Designer
11900000,Secondary, Автозаводская,10,Moscow,1,32,19.9,7,5,8,European-style renovation
13290000,Secondary, Раменки,6,Moscow,1,38.1,21.4,9.8,8,17,Cosmetic
13800000,Secondary, Бескудниково,12,Moscow,1,45,25,15,29,31,European-style renovation
16400000,Secondary, Красногвардейская,5,Moscow,1,41,18,10,14,30,European-style renovation
22000000,Secondary, Баррикадная,10,Moscow,1,31.7,21,5,3,9,European-style renovation
25000000,Secondary, Шелепиха,5,Moscow,1,45,27,4,5,51,Designer
36700000,Secondary, Чкаловская,7,Moscow,1,59,27,14,3,10,Cosmetic
49900000,Secondary, Маяковская,6,Moscow,1,60.9,32.9,11.7,3,13,Without renovation
60000000,Secondary, Полянка,9,Moscow,1,49.3,36.3,8,2,11,Designer
95000000,Secondary, Арбатская,5,Moscow,1,98,51.7,14.7,2,7,Designer
5900000,Secondary, Первомайская,18,Moscow,1,13,8.7,7.7,5,5,Cosmetic
8500000,Secondary, Рассказовка,25,Moscow,1,36,19,10,10,19,Cosmetic
9780000,Secondary, Филатов Луг,12,Moscow,1,41,22.9,10,3,5,Designer
11090000,Secondary, Коммунарка,15,Moscow,1,42.7,14.4,18.2,7,16,European-style renovation
12700000,Secondary, Орехово,11,Moscow,1,39,21,9,5,14,European-style renovation
13500000,Secondary, ВДНХ,8,Moscow,1,36,13.6,9.6,15,17,European-style renovation
19000000,Secondary, Бауманская,7,Moscow,1,41,22.9,10,5,9,Designer
5805919,Secondary, Калитники,7,Moscow,1,16.8,10.6,8,1,8,Cosmetic
8090000,Secondary, Филатов Луг,12,Moscow,1,29,18,9,4,5,Designer
10200000,Secondary, Пыхтино,6,Moscow,1,38.3,18,9.9,4,18,European-style renovation
19750000,Secondary, Аминьевская,8,Moscow,1,36,15,16,25,42,Without renovation
5990000,Secondary, ЗИЛ,7,Moscow,1,13.9,9.2,7.8,10,13,Designer
